,Location,Latitude,Longitude,Country,ESTNUM
23,Phitsanulok,17.036386,100.583514,Thailand,69
24,Nong Khai,17.87828,102.741264,Thailand,80
25,Don Muang Airport,13.916496,100.600397,Thailand,245
26,Mekong,13.756331,100.501765,Thailand,260
27,Guangxi,23.72476,108.807619,China,53
