,Location,Latitude,Longitude,Country,ESTNUM
19,Hoi Ha Wan,22.470897,114.335629,China - Hong Kong,2000
20,Udon Thani,17.413841,102.787233,Thailand,150
21,Kaohsiung,22.627278,120.301435,China - Taiwan,400
